L	0	30
L	30	30
L	60	30
L	90	30
L	120	30
L	150	30
L	180	30
L	210	30
L	240	30
L	270	30
L	300	30
L	330	30
L	360	30
L	390	30
L	420	30
W	450	30
W	480	30
W	510	30
W	540	30
W	570	30
W	600	30
W	630	30
W	660	30
W	690	30
W	720	30
W	750	30
W	780	30
W	810	30
W	840	30
W	870	30
W	900	30
W	930	30
W	960	30
W	990	30
W	1020	30
W	1050	30
W	1080	30
W	1110	30
W	1140	30
W	1170	30
W	1200	30
W	1230	30
W	1260	30
W	1290	30
W	1320	30
W	1350	30
W	1380	30
W	1410	30
W	1440	30
W	1470	30
W	1500	30
W	1530	30
W	1560	30
W	1590	30
W	1620	30
W	1650	30
W	1680	30
W	1710	30
W	1740	30
W	1770	30
W	1800	30
W	1830	30
W	1860	30
W	1890	30
W	1920	30
W	1950	30
W	1980	30
W	2010	30
W	2040	30
W	2070	30
W	2100	30
W	2130	30
W	2160	30
W	2190	30
W	2220	30
W	2250	30
W	2280	30
W	2310	30
W	2340	30
W	2370	30
W	2400	30
W	2430	30
W	2460	30
W	2490	30
W	2520	30
W	2550	30
W	2580	30
W	2610	30
W	2640	30
W	2670	30
W	2700	30
W	2730	30
W	2760	30
W	2790	30
W	2820	30
W	2850	30
W	2880	30
W	2910	30
W	2940	30
W	2970	30
W	3000	30
W	3030	30
W	3060	30
W	3090	30
W	3120	30
W	3150	30
W	3180	30
W	3210	30
W	3240	30
W	3270	30
W	3300	30
W	3330	30
W	3360	30
W	3390	30
W	3420	30
W	3450	30
W	3480	30
W	3510	30
W	3540	30
W	3570	30
W	3600	30
W	3630	30
W	3660	30
N1	3690	30
N1	3720	30
N1	3750	30
N1	3780	30
N1	3810	30
W	3840	30
W	3870	30
W	3900	30
W	3930	30
W	3960	30
W	3990	30
W	4020	30
W	4050	30
W	4080	30
W	4110	30
W	4140	30
W	4170	30
W	4200	30
W	4230	30
W	4260	30
W	4290	30
W	4320	30
W	4350	30
W	4380	30
W	4410	30
W	4440	30
W	4470	30
W	4500	30
W	4530	30
