HF,LF,LF/HF,RMSSD,SDNN,SampEn,is_N1,is_N2,is_N3,is_R,is_W,subject_id,trans_L_W,trans_N1_N2,trans_N1_N3,trans_N1_R,trans_N1_W,trans_N2_N1,trans_N2_N3,trans_N2_R,trans_N2_W,trans_N3_N1,trans_N3_N2,trans_N3_R,trans_N3_W,trans_R_L,trans_R_N1,trans_R_N2,trans_R_N3,trans_R_W,trans_W_N1,trans_W_N2,trans_W_N3,trans_W_R,window_id
-5.448858700715386,-5.831436940047944,0.6820265953130603,111.5126113943774,107.02550406457269,1.5241629495234854,1,1,0,0,0,16,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46
-5.32670005721889,-6.104492063051185,0.4593080357234122,123.60328707299098,108.40389046115897,1.4178605393408366,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47
-5.4058591954222015,-6.851808717328774,0.2353520439063597,113.45686286659564,92.91889722113088,1.4643992088755762,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,48
-5.346327057455545,-6.694477009525904,0.2595649414221826,124.1880749754068,102.2972078027154,1.6432213266747162,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,49
-5.596608823675474,-5.74812080279198,0.8593696858655431,109.70188370990384,141.56843438234114,1.010174825893826,1,1,0,0,1,16,,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,50
-5.872013024619507,-6.976636778563124,0.3310980871736086,92.0859743211147,79.56742629173496,1.552731457584715,0,1,1,0,0,16,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,51
-5.97726746117262,-6.975739369296297,0.3681928642117931,85.9870706314954,75.48134765510675,1.6076344411239178,0,1,1,0,0,16,,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,52
-5.756878956544012,-6.7298840419017765,0.3777487161126687,98.10365794755302,82.5379308727503,1.8341290054387187,0,1,1,0,0,16,,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,53
-5.859455871733005,-6.833123545953557,0.3774770165126899,90.16728896884356,76.77305512584506,1.622099352515027,0,0,1,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,54
-5.773557188181971,-6.190734853143936,0.6587940863076236,98.79007910567238,98.70352185270572,1.5547605200623094,0,1,1,0,0,16,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,55
-5.502843637331106,-6.137859187449579,0.5298118689500813,116.42345812932912,101.09693661203076,1.5810499558726048,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,56
-5.437436791514394,-4.952510671906511,1.624198492029591,131.99331915433956,139.6173694119607,1.597209666633782,1,1,1,0,0,16,,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,57
-5.431768051327035,-5.777588335852141,0.7075728143700581,120.346880008466,119.24861868965472,1.4527193005646628,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,58
-5.230604748786246,-5.403158520090044,0.8414834106719545,137.33662894620218,129.29047226176397,1.5399773140911008,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,59
-5.732194828267172,-5.75467950821326,0.9777593520238124,104.04137283202992,102.99797242521946,1.8306081208475893,0,1,0,1,0,16,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,60
-5.750579819807717,-6.274942027877968,0.5918044483317357,103.04380926197638,153.92552910380172,0.7785345442985532,1,0,0,1,1,16,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,1,1,0,0,0,61
-5.41610251383291,-5.913513954352044,0.608014537313296,120.55277369720208,132.933442543843,1.614895972446544,1,0,0,1,0,16,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,62
-6.206647118925011,-6.445238992846677,0.7876309699700068,78.94433529121824,96.83785221181532,1.523728966476978,1,0,0,1,0,16,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,63
-6.238990652709482,-6.654725311990853,0.6596809743154116,91.02949117451962,126.89685206670092,1.0830392784399312,1,0,0,1,1,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,64
-5.0363283688637,-5.796854199956104,0.4673385994390007,145.1675031142592,169.349142730296,1.5297449095250202,1,0,0,1,1,16,,0,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,65
-5.28916098117882,-5.283306606220358,1.005872709138753,134.01517493948637,136.81255138346285,1.708982457362304,0,0,0,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,66
-5.548515331369008,-5.908024559958203,0.6979412241127637,114.82011175993247,104.32364080556658,1.7367033807820225,1,0,0,1,0,16,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,67
-5.712468230722517,-6.215771977416615,0.6044104303125655,107.7828956627564,99.6478846762636,2.0819866239777847,0,0,0,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,68
-6.118427040958392,-5.888581957003144,1.2585224556104233,98.22568537012188,123.85906070248406,1.599377749584859,0,0,0,1,1,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,69
-5.195839549996527,-5.883561069222834,0.5026304184700345,138.40155345974716,133.47075382371537,1.6785757398573855,1,1,0,1,0,16,,1,0,1,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,70
-5.198518714967312,-5.521947860279219,0.7236132039435632,131.73980668982617,151.70814720019433,1.3551329542550767,1,0,0,1,0,16,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,71
-5.408696977719578,-6.113551451328688,0.4940674901667571,118.80164834636648,108.883877750407,1.8270245774548295,1,1,0,1,0,16,,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,72
-5.14510022685536,-6.124222931637986,0.3755333505451203,135.6620213168234,127.36615597331638,1.9599343203287607,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,73
-5.207761620216752,-6.7435252836013175,0.2151478378882841,127.12874486136484,104.44883079038549,1.4302704934190458,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,74
-5.684522112592868,-6.084737377060789,0.6700786771608535,106.86733019305387,151.79424968574563,1.1643488156218735,1,1,0,0,1,16,,1,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,75
-5.782905813612889,-7.740032454984693,0.140984816331068,96.08058683568636,77.61018153431735,1.575948569641736,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,76
-5.594790376163166,-6.592603261003364,0.3685150335110358,104.61918376238192,96.4198864452524,1.5568388507228257,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,77
-5.55269873724837,-6.517778896448892,0.3807929479015582,111.56845937272486,94.12235542616568,1.966240798991239,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,78
-5.638873042980663,-5.109600769475908,1.697892609826933,116.77989136286564,194.10938369461653,0.9632281726066096,1,1,0,0,1,16,,1,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,79
-5.574958577405339,-5.589078685960398,0.985975413798982,115.70480253169993,141.15742314734095,1.681080617908628,1,1,0,0,1,16,,1,0,0,1,1,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,80
-5.501537314547598,-5.764305942490164,0.7688631389452911,110.62078875196003,107.48714829883669,1.5844015986227291,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,81
-5.381583174891887,-5.967990651709289,0.5562258383059818,115.26101851481754,109.88822006774728,1.5311318621108991,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,82
-5.741548267244807,-5.622545952606756,1.1264119086044335,100.25686074825916,107.74532816495288,1.4837056223215614,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,83
-5.243430598143881,-5.473854121271788,0.7941582007416818,131.44231294625732,130.63393817925692,1.461745777710596,0,1,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,84
-5.192684051411717,-4.975721519996269,1.2423411636459611,146.96208064290408,141.30690769646307,1.6239537873855765,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,85
-5.102458629166266,-5.116554838377877,0.9860003752614628,145.63368680262897,141.87429509699209,1.7089323220517654,1,1,0,0,0,16,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,86
-6.50107698878646,-6.414168926460767,1.090856887643936,76.32026685317295,101.347148770169,1.3168031374160274,0,0,0,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,87
-5.620327259198865,-5.989348389620114,0.6913256126341811,101.62130636954178,156.68427807245428,0.8739084588806029,1,0,0,1,1,16,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,88
-6.259815574473779,-5.687300661836332,1.773124123822406,77.92200657644439,150.7046057470681,0.5819288255629995,0,0,0,1,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,89
-6.515883987612195,-6.105280622003542,1.5080705710408624,58.7588433455505,88.26240731848493,1.4289181676920135,0,0,0,0,0,16,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,90
-6.3103270910388805,-4.444190642369255,6.466284582140036,91.43540711053504,170.3600862516298,0.4497340520491903,0,0,0,0,1,18,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
-8.558107952706086,-7.244888710877117,3.7323563496551366,29.37180672521003,67.67006272345101,1.210740994026475,1,0,0,0,1,18,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,1
-8.66360654096029,-7.38391428895582,3.610644421057264,29.545325891773835,54.56814019467386,1.5218498464774213,1,1,0,0,1,18,,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,2
-8.562626799356924,-7.608045539190835,2.60598581625339,30.89071455881265,36.28249176511072,1.6233888190503023,0,1,1,0,0,18,,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,3
-8.253152504874024,-7.554977959503281,2.013973411766324,32.624779015151255,40.6991488470785,1.652009776050574,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4
-8.230318182221302,-8.464387041308376,0.7905211453736782,32.86185134598518,32.514530321600986,1.8227026802294133,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
-8.118976383531948,-8.419721470974286,0.7393914372642248,33.573326525205225,31.98802314419196,1.8741019897488376,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6
-8.16114278779611,-8.260992329917194,0.9046395982782278,33.57277156289394,31.382105439046605,1.752642293076052,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7
-7.998029809901975,-8.466018862014216,0.6251451526726705,35.87106241766246,31.96808997244924,1.636423139791124,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8
-7.938124042479213,-7.634310609368805,1.356013817288162,37.81521284585451,39.82606931540359,1.7078103586327678,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9
-8.093529657878998,-8.440239972282692,0.706047939313655,33.6974186791987,30.425373398540565,1.7165756939727177,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10
-8.20570007800657,-8.524940108327417,0.7256966641928922,33.808138487833816,34.420069433825745,1.821612432377736,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11
-8.002427975206595,-8.338775252586084,0.7135189123965741,35.20956340324068,33.01949334970254,1.7229745345455347,0,0,1,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12
-6.985327139602811,-6.279298297176473,2.0270398565362906,53.85558064748284,102.75781378761032,1.0084111163103795,1,1,1,0,1,18,,1,0,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,13
-8.911270596331548,-6.865013551993886,7.789223152403367,29.206994773358083,48.39082645264929,1.3486852236915117,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14
-9.168064171587028,-8.464591440095182,2.030637832329748,23.059879976162662,26.99055296162405,1.7383387041227534,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15
-9.152038560680078,-8.08260011787591,2.9319683238066627,23.202196781400197,30.59382008855897,1.741015877098964,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16
-9.03268560827058,-7.565082596715719,4.367012243380579,24.876167670059125,32.63711897801082,1.6135307469888285,0,1,1,0,0,18,,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,17
-9.207111335886376,-8.132231799679063,2.949067807206182,23.89928281033093,27.173099428896062,1.9006767646180904,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18
-9.386257921724669,-8.266579204382328,3.0887749711362944,21.767176409588718,44.81553524676561,1.5004999174997464,0,1,0,1,0,18,,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,19
-9.478848528367305,-7.87402040835003,5.029713199781827,21.818583712930405,48.43368965969454,1.256954784898422,0,0,0,1,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20
-9.476977378546136,-8.073161460747748,4.111324243936669,20.618318172111994,35.86404234366881,1.3331682168974668,0,0,0,1,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21
-8.88446247914722,-7.658553052564373,3.424767565397341,25.76310937910192,54.9907679660468,1.2323177882966083,1,0,0,1,0,18,,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,22
-7.642013520779439,-5.9671859517514125,5.34693338421545,49.77230362953407,83.95497012498076,1.064251055769608,1,1,0,1,0,18,,1,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,23
-8.77558530586761,-6.974486883919745,6.089245135756455,46.03727441793216,83.25392746394282,0.8390290297909585,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24
-7.591000062553523,-7.168361028734069,1.5270270360703522,40.55154932297208,72.41081767552627,0.8233938511220101,1,0,0,0,1,18,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,25
-9.07678001670661,-6.96432605338144,8.332665990934538,27.512718614035386,62.28747356083608,1.1796924137929663,1,1,0,0,1,18,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,26
-8.345595412149915,-5.598936834774546,15.65215934940455,43.497557402767065,90.15173875627995,1.01569527904135,0,1,0,0,1,18,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,27
-8.27251624846802,-6.859216173058472,4.121715545848843,38.17005654134359,76.21819022449606,1.049844702137534,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28
-7.392645690233266,-7.044915522843121,1.4165265935987474,38.719915858092094,56.94652081312201,1.0015003775353393,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29
-8.76626478205863,-7.3635172034861345,4.086152372076789,27.17653729045881,57.30050836339505,1.188182384435816,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32
-9.288230209737772,-8.135949359783556,3.1890684024893354,21.798678189723734,40.37940220355777,1.3249377366806072,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33
-8.141477107101586,-7.105816189317176,2.823228345879136,34.37439166576051,65.98052020394702,1.0659766327826292,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34
-8.69078731276365,-7.38739122720961,3.697825393179905,24.94633045139058,50.26966857752155,1.1437809525177915,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35
-8.522307035895725,-7.668212152733831,2.356062147908508,34.8500637890327,70.98477050826642,0.915475635858842,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36
-7.970026559977969,-6.853786840962807,3.059308575461967,32.45517270477006,65.03544567705353,1.1144347652802118,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37
-7.193999818740647,-6.247435199538923,2.5789442373911093,48.412373677294525,90.77917432707116,0.8891250553340808,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38
-8.02053640977752,-6.372508790360507,5.209528594798849,38.434933558583865,67.62836757925383,1.173942478205452,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,39
-8.44924636603708,-7.42688702264319,2.7880986006738877,36.95682639974689,62.84417322172754,1.1046400161614864,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40
-7.788592511942282,-6.347551061562878,4.232894464570515,45.37103875015322,72.12594651407709,0.8439386582780397,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,41
-8.924102345195552,-7.393479731873436,4.648456018723628,28.20016399323708,63.19328416545485,1.2633682230851782,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,42
-8.999004888220648,-7.800855289692032,3.3328636422648708,24.522462977366487,60.18798283310725,1.044549715609551,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,43
-8.77987840265524,-6.515177706400527,9.68471114378136,28.41995984604828,61.02545952608144,1.114548966159683,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,44
-8.049892375848327,-7.906448010735152,1.1547274247077663,31.8148218736612,56.60382019373293,1.0436171986456348,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45
-8.126553686398637,-6.848888522619534,3.5970380484817657,36.27465888447189,76.69298083122865,1.117453596073261,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46
-7.986118557972162,-6.759289781456419,3.417504371504533,34.26755807928192,74.83129674716336,0.9732156986879124,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47
-8.989315490803602,-7.514752299533538,4.396355353189215,27.460448764355068,56.52875306275608,1.1550281131000055,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,48
-6.774150911732654,-6.187180102353336,1.799231335341417,55.66325790687907,98.32107598480452,1.0090979709955128,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,49
-9.32954973092458,-7.8859648207021396,4.272724488877362,24.457002482195985,61.07960023373757,1.1114826877737645,0,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,50
-9.28776465668597,-7.496784470077225,6.049890210536992,24.233710555050724,47.1072211251032,1.4397803008086034,1,0,0,0,1,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,51
-8.628494670101745,-7.953153752960999,1.9701243569801383,26.99023284096092,51.45440472018821,1.3496945243460137,1,0,0,0,1,18,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,52
-8.479468384806603,-7.29304873978001,3.286341816478989,33.608850281987806,57.77342808749861,1.4464946008017208,1,1,0,0,0,18,,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,53
-8.104130721444367,-5.908293960550961,9.01402956443428,44.079862143297966,78.37988189707876,1.3332082355772403,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,54
-7.93365179776239,-6.501928770235801,4.194817660347189,45.96470674554346,71.09140217045916,1.5079739116038615,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,55
-7.72394767421522,-6.980044161967937,2.106636081736488,48.39279301822454,61.89311126498704,1.3956181729445014,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,56
-7.368382474577578,-7.089470303391802,1.322201968167448,56.11133001374398,65.68893191739417,1.484681466428695,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,57
-7.735534322473852,-6.329364616888991,4.087361292749882,48.573797392379305,81.97391456166531,1.3701702735107513,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,58
-8.3471737248265,-6.332861639811075,7.523085244745082,39.49340662276772,69.47765995345758,1.3868273335700187,0,1,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,59
-8.893459342049878,-8.1493905253298,2.112585128679683,27.60441015863377,31.770936208156968,1.669653694493569,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,60
-8.849353185875977,-8.264513670236513,1.8002808013613067,28.433515237111934,36.18443134016327,1.462434423335793,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,61
-8.75478650383799,-7.744265544889978,2.758180295688595,34.25367550643187,46.21912949044201,1.397984011902795,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,62
-8.495773054697548,-6.64285627466584,6.404848331268631,35.949338642137754,80.47314721176284,1.144464530926107,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,63
-8.141886844864048,-7.373224068754082,2.160868132102391,40.16431621845218,68.14793821086407,1.211399622445911,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,64
-8.440278941489513,-6.96401445109947,4.3922720999327,32.54528403351262,86.5546356001865,1.0221272770548004,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,65
-9.048657980581597,-6.732388614436458,10.216186458355136,28.533845304705096,64.16388130729756,1.2997070601952303,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,66
-8.635440079934057,-6.443160062153675,9.000633243770372,34.69741565208729,66.72143424846706,1.2729109035110502,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,67
-8.748671430464286,-6.87132615489734,6.571241875934805,31.402848420000563,45.40045582245896,1.5715274516362916,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,68
-8.704552497679076,-8.256990539560217,1.567917949152345,30.590129351473504,35.62615731804283,1.686038275916664,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,69
-8.681634403139785,-7.053993876169679,5.116105432242721,32.177081647420444,56.86370752233266,1.1966972519049175,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,70
-8.895165895494316,-9.01913085684266,0.882553834345672,28.20042018514049,34.68168839639288,1.705404199527088,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,71
-8.781137764050145,-7.896039349172367,2.432549157237338,29.625613511733523,37.42800507888571,1.7103555835673705,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,72
-8.80709722058665,-8.093023010957568,2.049306003721402,29.630426917591777,32.359919217952175,1.8623083770272637,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,73
-8.788444583957366,-7.91929516708938,2.394023489825241,30.407235980868915,43.754195235019615,1.68766170858028,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,74
-8.737029864366729,-7.848174249067573,2.441323049114472,30.99201817099222,36.41960121067799,1.7909352707144075,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,75
-8.65722305520612,-7.51361019899243,3.1504537833075417,32.02386566329785,41.60584301919376,1.7049744902470898,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,76
-7.209689530342765,-7.214233336026107,0.9954603620495004,54.43328885103092,78.06837891309078,1.2462672362421032,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,77
-8.324585586564194,-7.073328466547094,3.5050644520446954,37.08006752899769,55.38475986760365,1.406261070785788,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,78
-7.689888478663073,-6.283968108922795,4.086025915579538,48.64981187862298,114.1407380694738,1.1554728078439982,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,79
-7.692005634778182,-5.774863079591861,6.814233390297715,52.848807257579125,117.83075374322564,1.1616248725134812,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,80
-8.110556377213094,-6.633758661585516,4.390188113383361,39.258556592754246,86.5969663163004,1.228752751383825,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,81
-8.005469818830885,-6.678755905902644,3.776962353353768,42.87145521747777,119.33453283668734,1.1062036642040889,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,82
-8.274782704442066,-6.667419402814986,5.005353383228636,43.7590919867136,122.82704549343364,1.0858621943816158,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,83
-8.114973340885417,-6.052366039601262,7.889492933974274,45.28207362927598,75.27774044833828,1.4842277368472774,0,0,0,0,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,84
