subject,stage,window_index,FC6_mean_amp,FC6_peak_pos,FC6_peak_neg,FC6_ptp,FC6_std,FC6_auc,POZ_mean_amp,POZ_peak_pos,POZ_peak_neg,POZ_ptp,POZ_std,POZ_auc,C2_mean_amp,C2_peak_pos,C2_peak_neg,C2_ptp,C2_std,C2_auc,F6_mean_amp,F6_peak_pos,F6_peak_neg,F6_ptp,F6_std,F6_auc,PO8_mean_amp,PO8_peak_pos,PO8_peak_neg,PO8_ptp,PO8_std,PO8_auc,Fp1_mean_amp,Fp1_peak_pos,Fp1_peak_neg,Fp1_ptp,Fp1_std,Fp1_auc,P6_mean_amp,P6_peak_pos,P6_peak_neg,P6_ptp,P6_std,P6_auc,FT10_mean_amp,FT10_peak_pos,FT10_peak_neg,FT10_ptp,FT10_std,FT10_auc,CZ_mean_amp,CZ_peak_pos,CZ_peak_neg,CZ_ptp,CZ_std,CZ_auc,FT8_mean_amp,FT8_peak_pos,FT8_peak_neg,FT8_ptp,FT8_std,FT8_auc
EPCTL15,L,0,-2.285929262419022e-06,5.774574877043e-07,-3.849085229381732e-06,4.426542717086032e-06,8.535618079423208e-07,-7.988128653347729e-07,-2.6642203957961857e-07,2.6608955519191066e-07,-1.0028797979634378e-06,1.2689693531553485e-06,2.671029442283793e-07,-9.318343780093935e-08,-2.7692875316270154e-07,1.5798798590911583e-06,-2.0010665404783593e-06,3.5809463995695176e-06,9.073367810623874e-07,-9.708928140516546e-08,-1.7520633772041889e-06,7.643995307623617e-07,-5.1809563363768086e-06,5.94535586713917e-06,1.4087932651801232e-06,-6.111724694028026e-07,-1.4545203154152426e-06,7.440660679305013e-07,-3.040986118187012e-06,3.7850521861175135e-06,8.576944562799852e-07,-5.081890451937851e-07,-1.6635112439191428e-06,9.401948426193278e-07,-3.62801351136933e-06,4.5682083539886576e-06,9.737049018688154e-07,-5.822553209219427e-07,-2.50565623926393e-06,-8.718993986333766e-07,-4.633549436795093e-06,3.761650038161716e-06,8.979256352802289e-07,-8.763247853988955e-07,9.369807181506395e-08,7.101793171236439e-07,-8.725800686202577e-07,1.5827593857439015e-06,3.4595687443852367e-07,3.2887646688476006e-08,7.965287974799517e-07,2.293508707775304e-06,-2.564083446668429e-07,2.549917052442147e-06,4.922620898552505e-07,2.7811509208927424e-07,1.951182918327757e-07,1.9410363151018496e-06,-1.4059347866343533e-06,3.346971101736203e-06,8.25518233795403e-07,6.773714048185651e-08
EPCTL15,W,0,-6.581268243509638e-07,5.590517690834577e-07,-2.0144671871780828e-06,2.5735189562615406e-06,6.376972349272032e-07,-2.3018738890418859e-07,3.6720892348851463e-07,7.616568005119483e-07,-8.096695661828286e-08,8.426237571302312e-07,2.2030208896417537e-07,1.2840531212336536e-07,7.939502626228058e-07,2.0605009372475804e-06,-4.873152335873162e-07,2.5478161708348966e-06,7.642470925257866e-07,2.77474352460542e-07,8.978476420596151e-08,9.583393855418373e-07,-8.302741601575472e-07,1.7886135456993845e-06,3.8552233640607726e-07,3.145922614488248e-08,8.432099365875805e-07,1.8541072453826318e-06,1.1734288594371857e-07,1.7367643594389132e-06,3.2897090578025114e-07,2.945869374497083e-07,5.504077356889484e-07,1.44483845305278e-06,-6.61970723119293e-07,2.106809176172073e-06,4.687797996388596e-07,1.9270887667811545e-07,7.938145495100143e-07,1.8255475972900316e-06,-6.333788390947625e-07,2.458926436384794e-06,5.910539449050099e-07,2.777765039849728e-07,6.532771485875737e-07,9.145002594128313e-07,1.492589991779542e-07,7.652412602348771e-07,2.1810670021881932e-07,2.2848434848803274e-07,4.652089431034629e-07,1.1533480947260195e-06,-1.0696098590543166e-07,1.2603090806314511e-06,2.4394305835254006e-07,1.6248065892783178e-07,6.219026499687787e-07,2.018205302259574e-06,-3.924458537654146e-07,2.4106511560249887e-06,5.049696838147552e-07,2.1699673386009761e-07
EPCTL15,W,1,-1.803798356725221e-06,-1.177539176836891e-06,-2.639270214963059e-06,1.4617310381261682e-06,2.9878797244538426e-07,-6.307638875030581e-07,3.054838336815941e-07,7.93813365600246e-07,-3.463577403096158e-07,1.1401711059098618e-06,2.9001425838694776e-07,1.0694972039653569e-07,9.51595670585142e-08,1.0814717666274896e-06,-6.715238715493407e-07,1.7529956381768305e-06,4.6709977086617315e-07,3.344166561225484e-08,-1.0464429176891185e-06,-5.909749326237147e-07,-1.735303643297371e-06,1.1443287106736563e-06,2.773418728736742e-07,-3.658811619252616e-07,-8.932533829856568e-07,7.966765900921411e-08,-1.7285105054515572e-06,1.8081781644607714e-06,5.592436749626197e-07,-3.1240446624846273e-07,-7.903657746654292e-07,-2.4798252177478137e-08,-2.036046202941214e-06,2.0112479507637357e-06,5.143162444789349e-07,-2.763435271751764e-07,-6.591115679809165e-07,1.257828384477409e-07,-2.1097624433124865e-06,2.2355452817602276e-06,6.027726059195991e-07,-2.3047632310033186e-07,5.604427246184773e-07,1.0639074101098698e-06,-1.1582865295574654e-07,1.1797360630656162e-06,2.818617476912785e-07,1.9620411792155377e-07,-1.7981102065756686e-07,4.1078548898905166e-07,-9.283615056510804e-07,1.339146994640132e-06,2.908765891032851e-07,-6.270170896930174e-08,-1.944050441765315e-07,1.4903779765847618e-06,-1.7227979374546514e-06,3.213175914039413e-06,7.510068766491169e-07,-6.749455932034317e-08
EPCTL15,W,2,-7.62022116757533e-07,1.5788063911438486e-07,-1.6725564829872448e-06,1.8304371221016296e-06,4.3777205775727327e-07,-2.6709856719027435e-07,1.468815791882644e-07,6.850379551466744e-07,-4.5009799481575336e-07,1.1351359499624279e-06,2.7334266853711775e-07,5.1356464705296e-08,6.971258776451358e-08,1.2962111718525943e-06,-9.563442681587961e-07,2.2525554400113904e-06,5.17937802547141e-07,2.3921566854496768e-08,-9.850620376769982e-07,-4.447538801665032e-07,-1.4705999399599819e-06,1.0258460597934787e-06,2.728747309212248e-07,-3.4447970592655157e-07,-2.2781845468955178e-07,4.180394013801891e-07,-1.0012114342593956e-06,1.4192508356395846e-06,3.4522678159273894e-07,-7.970527909842518e-08,-6.298830155295175e-07,3.3723632711811576e-07,-2.094658913525322e-06,2.431895240643438e-06,5.457786293284844e-07,-2.2081118737865697e-07,-8.197308384589738e-07,2.3414440369770918e-07,-2.103773904799374e-06,2.3379183084970834e-06,5.818295116915912e-07,-2.870569453256137e-07,4.552287172930136e-07,9.526389328601479e-07,-2.1010873793030488e-07,1.1627476707904527e-06,2.823760585798751e-07,1.5927303046182105e-07,-5.635342152266705e-09,8.838030405378712e-07,-8.083773396441311e-07,1.6921803801820025e-06,3.8036378488559647e-07,-2.155700425731823e-09,3.081592708901912e-07,2.4686276282605103e-06,-1.5189042021619967e-06,3.987531830422507e-06,8.894321785036223e-07,1.0751315952700066e-07
EPCTL15,W,3,-1.0497432682937524e-06,-2.7789531779299698e-08,-1.719579838181659e-06,1.6917903064023593e-06,3.571485370190121e-07,-3.6697979738722013e-07,3.6166977787125435e-08,4.4162608012718977e-07,-6.196422112408336e-07,1.0612682913680233e-06,2.3778772372700116e-07,1.2890035808080765e-08,2.979816126088281e-07,1.1292933748005883e-06,-7.794563818752381e-07,1.908749756675826e-06,5.03479567411054e-07,1.0362515412116283e-07,-6.245068168232608e-07,-1.5054831794283435e-08,-1.1203206198256081e-06,1.1052657880313248e-06,2.459969990426203e-07,-2.184411456344812e-07,7.92281588772218e-08,5.19560643475263e-07,-4.1969181758397934e-07,9.392524610592424e-07,1.7677778618337868e-07,2.7364752045910927e-08,-5.920805677651014e-07,2.2006450575579388e-07,-1.7474398539469697e-06,1.967504359702764e-06,4.9254431251675e-07,-2.0704904910270495e-07,-7.782808058647338e-07,3.4013082596098375e-07,-2.2410187749005205e-06,2.581149600861504e-06,6.556853432131189e-07,-2.7215887087316307e-07,6.502544651044628e-07,1.0941573935338977e-06,-4.295891972534497e-08,1.1371163132592428e-06,2.8747595242041576e-07,2.2753588937985902e-07,9.64207226946956e-08,6.770458491864858e-07,-4.905608424386903e-07,1.167606691625176e-06,2.8682812842234934e-07,3.3317468372790506e-08,8.686894838513171e-08,1.4014445750087397e-06,-1.3717550123036996e-06,2.7731995873124394e-06,7.632685087331984e-07,2.9329095212906275e-08
EPCTL15,W,4,-4.262718583316443e-07,1.977138055744769e-07,-1.2564909415192933e-06,1.45420474709377e-06,3.4227867027288417e-07,-1.4881428389560946e-07,9.456208305944159e-08,4.630512731788538e-07,-4.4909436946624603e-07,9.121456426450998e-07,2.4109299626072427e-07,3.3221361182643864e-08,8.863584144901604e-08,9.207020680350411e-07,-8.509602139090297e-07,1.771662281944071e-06,4.777045641199845e-07,3.0956424082976054e-08,-6.274495040199203e-07,1.7780436359559216e-07,-1.5057761596829619e-06,1.683580523278554e-06,4.1788560645936554e-07,-2.1929610318225884e-07,-1.549869831328752e-07,4.955121823545221e-07,-1.675108867982953e-06,2.1706210503374752e-06,6.454180374391658e-07,-5.386083937272284e-08,-4.5603777990979167e-07,3.432561342788898e-07,-1.655338430961913e-06,1.998594565240803e-06,5.249989169263006e-07,-1.595712463841696e-07,-6.42820262819129e-07,2.8328006970989224e-07,-1.9382238126264862e-06,2.2215038823363785e-06,5.937296940466073e-07,-2.2481390858527388e-07,6.328810142732148e-07,1.046350612497555e-06,6.49674464949723e-08,9.813831660025828e-07,2.5808741497282056e-07,2.2148390493733918e-07,-9.886708447428655e-08,4.76957369305523e-07,-4.668176843679889e-07,9.437750536735119e-07,2.245885322155601e-07,-3.465475429552498e-08,-9.57308336437733e-08,7.983254390968572e-07,-1.0472370603854795e-06,1.8455624994823367e-06,4.935093472852687e-07,-3.362424207821633e-08
EPCTL15,W,5,-1.707824858904023e-07,6.262651910652893e-07,-6.844270643699469e-07,1.3106922554352362e-06,3.115351248922902e-07,-6.011811273268112e-08,1.2676141079751885e-07,3.6957089338028286e-07,-3.1461791216964407e-07,6.841888055499269e-07,1.8639393448887371e-07,4.4438347234969486e-08,-5.810382746563608e-07,-1.3219096892571925e-07,-1.2215055433726119e-06,1.0893145744468927e-06,2.710893306389242e-07,-2.030376040345675e-07,-6.276199093493517e-07,-3.820264268902005e-08,-1.4023191197703709e-06,1.3641164770813509e-06,3.0864861463902966e-07,-2.195791838760178e-07,-5.514146060389588e-07,-1.6354810683406711e-07,-1.1634558975854778e-06,9.999077907514106e-07,2.085942209263526e-07,-1.9289233746805678e-07,-3.425081200221171e-07,3.9036744061339304e-07,-1.5382403149357932e-06,1.9286077555491864e-06,4.566462331545503e-07,-1.1987099175041258e-07,-3.8344401125646277e-07,5.189817608562762e-07,-1.8554736457803673e-06,2.3744554066366436e-06,5.497377108928233e-07,-1.3419476611946025e-07,3.712940123288371e-07,6.352041840648086e-07,-1.6926769793131383e-07,8.044718819961224e-07,2.1469989461045132e-07,1.300302008634626e-07,-3.6170622004875657e-07,-5.5211802493642644e-08,-6.450004293701331e-07,5.897886268764905e-07,1.3853525969818014e-07,-1.265634796432552e-07,-4.621319332136846e-07,1.493985724182183e-07,-1.189669562096056e-06,1.3390681345142742e-06,3.2086742365902346e-07,-1.6187289228772046e-07
EPCTL15,N2,0,-8.972611325563789e-07,-1.8579141153351964e-07,-1.862733153616926e-06,1.6769417420834063e-06,4.265288156068507e-07,-3.1358897504888913e-07,6.871792098349923e-07,1.217693867544487e-06,3.010525650045485e-07,9.166413025399386e-07,2.497842437513209e-07,2.4028385190525585e-07,-3.3551434181228743e-07,1.1385591692217995e-07,-7.342392547522461e-07,8.480951716744261e-07,2.0710971350975107e-07,-1.1735288377125762e-07,-9.498817258732212e-07,-3.222517331468947e-07,-2.0766918165315656e-06,1.754440083384671e-06,4.707917675906539e-07,-3.319873431076655e-07,-7.370419216048476e-07,-2.591909584424727e-07,-1.6718552088372914e-06,1.4126642503948187e-06,3.576758089926421e-07,-2.5766114500040845e-07,-9.814150938363758e-07,-3.9066607848333645e-08,-2.7369737682729067e-06,2.697907160424573e-06,7.513907896189344e-07,-3.430744791158889e-07,-1.3199437929645462e-06,-9.005461688336921e-08,-3.6322692300687536e-06,3.5422146131853843e-06,1.0339749013164192e-06,-4.6131447867543565e-07,1.0590367935746717e-06,1.4746467816927082e-06,6.805058934346183e-07,7.941408882580899e-07,1.8289781327537302e-07,3.703816505521141e-07,-3.905933808015397e-07,2.939262792763473e-07,-8.286003910047536e-07,1.1225266702811008e-06,2.1878783123394207e-07,-1.3671390999994095e-07,-7.415664817363101e-07,4.5213129680728805e-07,-1.5496862740738267e-06,2.0018175708811146e-06,5.317510776910165e-07,-2.594855850851487e-07
EPCTL15,N3,0,-1.041387979568357e-06,3.675281068679204e-07,-2.060502080462896e-06,2.428030187330816e-06,6.577676007066133e-07,-3.6435728180634805e-07,3.598699001937258e-07,8.117459024071628e-07,-4.1669809698204533e-07,1.228443999389208e-06,3.3156691459206076e-07,1.2610290045406248e-07,6.2385715897545e-07,1.6068065987798508e-06,-3.046671556357072e-07,1.911473754415558e-06,5.918179817892558e-07,2.181560820931142e-07,-1.4278611733837504e-06,-8.115300005820865e-07,-2.056471798410373e-06,1.2449417978282867e-06,2.984848922020053e-07,-4.99159485379416e-07,-1.247491126854918e-06,-6.447585075930918e-07,-1.7613920496134772e-06,1.1166335420203855e-06,3.093247245787396e-07,-4.360758521252685e-07,-1.4319220948678919e-06,-5.82547194941423e-07,-2.3631746385506436e-06,1.7806274436092205e-06,5.145153580652619e-07,-5.003547137267238e-07,-1.3952406902031151e-06,-5.647395438429215e-07,-2.7913477781079223e-06,2.226608234265001e-06,6.922663463369499e-07,-4.872360343247728e-07,7.206364904303924e-07,1.1582724524273726e-06,-1.2996625866685956e-07,1.2882387110942321e-06,3.1394613861820286e-07,2.522965092754863e-07,2.4830052822187295e-07,1.375357489543766e-06,-5.962812831370486e-07,1.9716387726808145e-06,5.522916900129629e-07,8.69237148135633e-08,8.504460135731232e-07,2.3879838523297234e-06,-2.871956686690043e-07,2.6751795209987277e-06,7.34203656430329e-07,2.9768727629314395e-07
EPCTL15,N3,1,-1.1680171678995647e-06,1.8305921196443655e-06,-3.831906017486032e-06,5.662498137130398e-06,1.8527206708801042e-06,-4.0822635067870965e-07,-1.5209785144558627e-07,3.217763326868146e-07,-7.221144990821553e-07,1.04389083176897e-06,3.4611958537860034e-07,-5.3455187110905565e-08,9.915181602838572e-07,2.1330524617484427e-06,-6.858886059392876e-07,2.8189410676877304e-06,6.359006624798769e-07,3.471286761439727e-07,-2.2058941795103527e-06,4.271969868351363e-07,-4.882591968251429e-06,5.309788955086565e-06,1.713618392663635e-06,-7.70746807399403e-07,-1.4341928889298992e-06,3.2598963920275897e-07,-3.2552722909996895e-06,3.5812619302024486e-06,1.1158098072025756e-06,-5.010852388508105e-07,-4.6108260626003665e-07,1.382127615397519e-06,-2.8483141225488414e-06,4.2304417379463606e-06,1.3258006692402061e-06,-1.6076299518038247e-07,5.553021592611832e-07,2.0888208222633275e-06,-1.8953124287920184e-06,3.984133251055346e-06,1.3256448923971971e-06,1.945474157431068e-07,3.317706048333033e-07,8.513267313219661e-07,1.2922665494480649e-08,8.384040658274855e-07,2.2726455566658877e-07,1.161514242926726e-07,1.604918625490983e-07,8.060234041880829e-07,-5.060800954873312e-07,1.3121034996754141e-06,3.7458572313328346e-07,5.656872368056966e-08,1.9117702047002895e-06,3.5384782815525102e-06,-4.513807965020732e-09,3.542992089517531e-06,7.430508833647329e-07,6.691505710789052e-07
