subject_id,window_id,start_time,frac_W,frac_N1,frac_N2,frac_N3,frac_R,is_W,is_N1,is_N2,is_N3,is_R,trans_W_N1,trans_W_N2,trans_W_N3,trans_W_R,trans_N1_W,trans_N1_N2,trans_N1_N3,trans_N1_R,trans_N2_W,trans_N2_N1,trans_N2_N3,trans_N2_R,trans_N3_W,trans_N3_N1,trans_N3_N2,trans_N3_R,trans_R_W,trans_R_N1,trans_R_N2,trans_R_N3,SDNN,RMSSD,LF,HF,LF/HF
27,40,12000,0.1,0.1,0.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.75763555338094,84.87298586012147,0.0027965985198854,0.0044496745381681,0.6284950721444861
27,41,12300,0.3,0.3,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.9251265502569,161.51641790989723,0.0068939292726037,0.0061959879668111,1.1126440705713272
27,42,12600,0.5,0.1,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.1598325616612,156.9929798804572,0.0047167125149013,0.0105594429860109,0.4466819434651963
27,43,12900,0.5,0.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.48296677968207,100.96641582915856,0.006555065620813,0.0065669223963008,0.99819446998575
27,44,13200,0.0,0.2,0.8,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.2040824895414,159.68317374203878,0.0031556788323448,0.0061587560005228,0.5123890006483339
27,45,13500,0.0,0.1,0.9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.45869310166609,245.32367472871263,0.0058207085943765,0.0169779450652427,0.3428394055940653
27,46,13800,0.5,0.2,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.57522034984387,119.4522679207558,0.0017147505467287,0.0104390243945355,0.1642634868854613
27,47,14100,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.95758627978697,52.8496807690136,0.0004814425121765,0.0013180889082045,0.3652579952534101
27,48,14400,0.8,0.1,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.90418447642244,67.40041442033754,0.0184544636283471,0.0038578319960066,4.783635898984195
27,49,14700,0.6,0.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8404093784672,78.1623291185505,0.0011773170100442,0.0065771391402945,0.1790013841780366
27,50,15000,0.9,0.1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.41833357126407,113.67774847583875,0.0059621323504925,0.0098407635191948,0.605860748392455
27,51,15300,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.87984774035573,70.50836412630927,0.0002103451748242,0.0008923993540977,0.2357074485300679
27,52,15600,0.9,0.1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.74158933016048,58.59233229279969,0.0009746099386803,0.000761136399779,1.2804668637095498
27,53,15900,0.5,0.3,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.44427126791095,95.38268785710343,0.0046212043282848,0.004983783522721,0.9272482055484262
27,54,16200,0.8,0.2,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.48733153056222,84.24502471250538,0.0052943443750745,0.0100146467596472,0.5286601217336375
27,55,16500,0.1,0.3,0.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.79692067903517,96.77178744938831,0.0009335509181497,0.0031497796957854,0.2963860994465264
27,56,16800,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0438526871265,95.77369158606362,0.0070075710255006,0.0060078173238484,1.16640880502202
27,57,17100,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.5785254382546,495.4496188728113,0.0013873054775473,0.007013910915534,0.1977934271270648
27,58,17400,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.7768545200781,621.577124630629,0.0121832464398486,0.0565822340578587,0.2153192895740137
27,59,17700,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.87542255054825,53.70895038395116,0.0019003645549713,0.0092611104697663,0.2051983464807154
27,60,18000,0.6,0.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.58951868711047,79.07674916229156,0.0006703778715677,0.0025427202099954,0.2636459445803216
27,61,18300,0.5,0.1,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.26602054249457,163.61248733611632,0.001405647283548,0.0138108969546003,0.1017781312950744
27,62,18600,0.2,0.3,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.44512392771654,156.54102264957746,0.0013641608663149,0.006372936673184,0.2140552991927705
27,63,18900,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.91707930633444,114.03073575000654,0.0274927291121972,0.0171768666706197,1.600567183724042
27,64,19200,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.9010219954456,149.43772732827043,0.0024909574676595,0.0060247814674076,0.4134519203949326
27,65,19500,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.82068988997288,94.9839557050513,0.0016852065931456,0.00826749836226,0.2038351287541052
27,66,19800,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.3333626851819,73.96989901966035,0.0004318570459123,0.0011136520599628,0.3877845347197012
27,67,20100,0.0,0.0,0.6,0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.82445756648346,86.91761032389005,0.005156114114987,0.0076646081262162,0.6727172518254309
27,68,20400,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.2349656017016,76.467322513854,0.0006361628356254,0.0019350113138749,0.3287644010470853
27,69,20700,0.0,0.0,0.9,0.1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0859931054439,163.38325767619872,0.0106861138616682,0.0258811399353379,0.4128919316678756
27,70,21000,0.0,0.1,0.9,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171.05914580121598,192.027416988748,0.0007576844286155,0.0029112973695345,0.2602566252916504
27,71,21300,0.0,0.0,0.2,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.62644230431968,148.56007895398218,0.0054670136428866,0.0057561794115481,0.9497642884303896
